gene	n_pairs_any	n_variants_any	median_tumor_AF	median_tumor_DP	median_normal_AF	median_normal_DP	pairs_any	caution_reason_symbol	n_pairs_high	n_high	n_pairs_moderate	n_moderate	n_pairs_low	n_low	n_pairs_modifier	n_modifier	n_pairs_low_splice_region	n_low_splice_region	n_pairs_functional_strict	n_functional_strict	n_pairs_functional_extended	n_functional_extended	has_symbol_caution	caution_reason_data	caution_reason	has_caution_flag	unbiased_somatic_gene_score	unbiased_somatic_gene_score_caution_adjusted
SDK1	2	3	0.097	141.0	0.019	72.0	candidate_kenya_pair_003,candidate_kenya_pair_013	.	1	1	1	1	0	0	1	1	0	0	2	2	2	2	False	.	.	False	15	15
SDR39U1	2	3	0.082	169.0	0.008801	142.0	candidate_kenya_pair_006,candidate_kenya_pair_013	.	1	1	1	1	0	0	1	1	0	0	2	2	2	2	False	.	.	False	15	15
SEC31A	3	3	0.178	39.0	0.045	28.0	candidate_kenya_pair_004,candidate_kenya_pair_013,candidate_kenya_pair_014	.	1	1	1	1	0	0	1	1	0	0	2	2	2	2	False	.	.	False	15	15
SERPINB6	4	4	0.067	99.5	0.0205	83.0	candidate_kenya_pair_004,candidate_kenya_pair_010,candidate_kenya_pair_013,candidate_kenya_pair_014	.	1	1	1	1	0	0	2	2	0	0	2	2	2	2	False	.	.	False	15	15
SMG7	2	2	0.078	122.0	0.016307000000000002	101.5	candidate_kenya_pair_008,candidate_kenya_pair_013	.	1	1	1	1	0	0	0	0	0	0	2	2	2	2	False	.	.	False	15	15
SNW1	2	2	0.0885	52.0	0.052500000000000005	26.0	candidate_kenya_pair_005,candidate_kenya_pair_017	.	1	1	1	1	0	0	0	0	0	0	2	2	2	2	False	.	.	False	15	15
SRRM2	5	5	0.055	116.0	0.021	76.0	candidate_kenya_pair_001,candidate_kenya_pair_007,candidate_kenya_pair_013,candidate_kenya_pair_017,candidate_kenya_pair_021	.	1	1	1	1	2	2	1	1	0	0	2	2	2	2	False	.	.	False	15	15
TBX3	3	3	0.093	63.0	0.019	75.0	candidate_kenya_pair_004,candidate_kenya_pair_011,candidate_kenya_pair_013	.	1	1	1	1	0	0	1	1	0	0	2	2	2	2	False	.	.	False	15	15
THPO	2	2	0.064	93.0	0.031	46.0	candidate_kenya_pair_003,candidate_kenya_pair_008	.	1	1	1	1	0	0	0	0	0	0	2	2	2	2	False	.	.	False	15	15
TRPS1	2	3	0.202	324.0	0.01	203.0	candidate_kenya_pair_008,candidate_kenya_pair_012	.	1	1	1	1	1	1	0	0	0	0	2	2	2	2	False	.	.	False	15	15
ZAN	4	5	0.069	102.0	0.036	36.0	candidate_kenya_pair_001,candidate_kenya_pair_006,candidate_kenya_pair_015,candidate_kenya_pair_021	.	1	1	1	1	0	0	2	3	0	0	2	2	2	2	False	.	.	False	15	15
ZNF185	3	3	0.121	235.0	0.015	103.0	candidate_kenya_pair_002,candidate_kenya_pair_007,candidate_kenya_pair_012	.	1	1	1	1	0	0	1	1	0	0	2	2	2	2	False	.	.	False	15	15
ZNF638	2	3	0.084	66.0	0.039	35.0	candidate_kenya_pair_014,candidate_kenya_pair_015	.	1	1	1	1	0	0	1	1	0	0	2	2	2	2	False	.	.	False	15	15
ZNF800	2	2	0.17250000000000001	95.0	0.019999999999999997	66.5	candidate_kenya_pair_008,candidate_kenya_pair_013	.	1	1	1	1	0	0	0	0	0	0	2	2	2	2	False	.	.	False	15	15
THAP12	4	5	0.121	102.0	0.021	67.0	candidate_kenya_pair_006,candidate_kenya_pair_010,candidate_kenya_pair_013,candidate_kenya_pair_014	possible_pseudogene_symbol	0	0	3	4	0	0	1	1	0	0	3	4	3	4	True	.	possible_pseudogene_symbol	True	19	14
RETSAT	3	5	0.072	100.0	0.049	24.0	candidate_kenya_pair_010,candidate_kenya_pair_019,candidate_kenya_pair_020	.	0	0	2	4	0	0	1	1	0	0	2	4	2	4	False	.	.	False	14	14
TUBB8B	5	8	0.0895	111.0	0.039	35.5	candidate_kenya_pair_001,candidate_kenya_pair_006,candidate_kenya_pair_010,candidate_kenya_pair_018,candidate_kenya_pair_020	.	0	0	2	4	1	2	2	2	0	0	2	4	2	4	False	.	.	False	14	14
AC022966.1	4	5	0.159	29.0	0.067	14.0	candidate_kenya_pair_006,candidate_kenya_pair_008,candidate_kenya_pair_009,candidate_kenya_pair_015	noncoding_or_immunoglobulin_like_prefix	0	0	3	3	1	1	1	1	0	0	3	3	3	3	True	.	noncoding_or_immunoglobulin_like_prefix	True	18	13
NCBP3	4	4	0.061	107.5	0.0275	61.0	candidate_kenya_pair_001,candidate_kenya_pair_008,candidate_kenya_pair_015,candidate_kenya_pair_021	possible_pseudogene_symbol	0	0	3	3	0	0	1	1	0	0	3	3	3	3	True	.	possible_pseudogene_symbol	True	18	13
ADCY3	3	4	0.0945	52.5	0.044	34.0	candidate_kenya_pair_001,candidate_kenya_pair_012,candidate_kenya_pair_019	.	0	0	2	3	0	0	1	1	0	0	2	3	2	3	False	.	.	False	13	13
ADRM1	3	4	0.053500000000000006	123.0	0.03	46.0	candidate_kenya_pair_001,candidate_kenya_pair_004,candidate_kenya_pair_021	.	0	0	2	3	0	0	1	1	0	0	2	3	2	3	False	.	.	False	13	13
C18orf54	2	3	0.081	56.0	0.04	44.0	candidate_kenya_pair_003,candidate_kenya_pair_006	.	0	0	2	3	0	0	0	0	0	0	2	3	2	3	False	.	.	False	13	13
CEACAM1	2	5	0.035	395.0	0.01	141.0	candidate_kenya_pair_007,candidate_kenya_pair_013	.	0	0	2	3	1	1	1	1	0	0	2	3	2	3	False	.	.	False	13	13
GCC2	2	3	0.107	40.0	0.056	26.0	candidate_kenya_pair_001,candidate_kenya_pair_019	.	0	0	2	3	0	0	0	0	0	0	2	3	2	3	False	.	.	False	13	13
GOLGA6A	4	12	0.10400000000000001	70.0	0.025	49.5	candidate_kenya_pair_006,candidate_kenya_pair_009,candidate_kenya_pair_014,candidate_kenya_pair_019	.	0	0	2	3	1	1	3	8	0	0	2	3	2	3	False	.	.	False	13	13
PCDHB11	2	4	0.0585	151.0	0.0097015	151.5	candidate_kenya_pair_001,candidate_kenya_pair_006	.	0	0	2	3	1	1	0	0	0	0	2	3	2	3	False	.	.	False	13	13
PRAMEF9	2	4	0.3175	107.0	0.0305	52.5	candidate_kenya_pair_006,candidate_kenya_pair_016	.	0	0	2	3	1	1	0	0	0	0	2	3	2	3	False	.	.	False	13	13
QRICH2	2	3	0.383	356.0	0.006926	234.0	candidate_kenya_pair_003,candidate_kenya_pair_006	.	0	0	2	3	0	0	0	0	0	0	2	3	2	3	False	.	.	False	13	13
SHANK1	2	4	0.113	127.0	0.028999999999999998	54.0	candidate_kenya_pair_003,candidate_kenya_pair_013	.	0	0	2	3	0	0	1	1	0	0	2	3	2	3	False	.	.	False	13	13
ZNF417	2	3	0.148	404.0	0.007273	200.0	candidate_kenya_pair_006,candidate_kenya_pair_007	.	0	0	2	3	0	0	0	0	0	0	2	3	2	3	False	.	.	False	13	13
CALCR	4	5	0.1	37.0	0.043	36.0	candidate_kenya_pair_007,candidate_kenya_pair_013,candidate_kenya_pair_015,candidate_kenya_pair_020	.	0	0	1	1	2	2	2	2	2	2	1	1	3	3	False	.	.	False	12	12
BAGE2	17	38	0.2005	24.0	0.08449999999999999	15.0	candidate_kenya_pair_002,candidate_kenya_pair_003,candidate_kenya_pair_004,candidate_kenya_pair_005,candidate_kenya_pair_006,candidate_kenya_pair_007,candidate_kenya_pair_008,candidate_kenya_pair_009,candidate_kenya_pair_010,candidate_kenya_pair_011,candidate_kenya_pair_012,candidate_kenya_pair_013,candidate_kenya_pair_015,candidate_kenya_pair_016,candidate_kenya_pair_018,candidate_kenya_pair_019,candidate_kenya_pair_020	.	1	1	0	0	1	1	16	36	1	1	1	1	2	2	False	.	.	False	12	12
CLU	2	4	0.0735	45.0	0.057999999999999996	24.5	candidate_kenya_pair_017,candidate_kenya_pair_018	.	1	1	0	0	1	1	1	2	1	1	1	1	2	2	False	.	.	False	12	12
OBSCN	6	7	0.121	37.0	0.058	20.0	candidate_kenya_pair_001,candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_013,candidate_kenya_pair_014,candidate_kenya_pair_017	.	1	1	0	0	1	1	5	5	1	1	1	1	2	2	False	.	.	False	12	12
TOP2A	2	2	0.088	55.0	0.0375	52.5	candidate_kenya_pair_013,candidate_kenya_pair_014	.	1	1	0	0	1	1	0	0	1	1	1	1	2	2	False	.	.	False	12	12
OTOGL	4	5	0.231	30.0	0.077	16.0	candidate_kenya_pair_001,candidate_kenya_pair_002,candidate_kenya_pair_007,candidate_kenya_pair_013	.	0	0	2	2	1	1	2	2	1	1	2	2	2	3	False	.	.	False	12	12
ABCA8	3	4	0.1185	53.5	0.0475	28.5	candidate_kenya_pair_004,candidate_kenya_pair_005,candidate_kenya_pair_013	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
ADAM21	4	4	0.0965	103.5	0.023	66.0	candidate_kenya_pair_003,candidate_kenya_pair_004,candidate_kenya_pair_006,candidate_kenya_pair_014	.	0	0	2	2	2	2	0	0	0	0	2	2	2	2	False	.	.	False	12	12
ARFGEF2	3	3	0.305	226.0	0.012	125.0	candidate_kenya_pair_005,candidate_kenya_pair_008,candidate_kenya_pair_018	.	0	0	2	2	1	1	0	0	0	0	2	2	2	2	False	.	.	False	12	12
ARHGEF11	4	6	0.1505	147.0	0.0265	58.5	candidate_kenya_pair_006,candidate_kenya_pair_008,candidate_kenya_pair_015,candidate_kenya_pair_018	.	0	0	2	2	0	0	2	4	0	0	2	2	2	2	False	.	.	False	12	12
ARHGEF25	3	3	0.148	78.0	0.033	38.0	candidate_kenya_pair_003,candidate_kenya_pair_005,candidate_kenya_pair_007	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
ARMC4	2	4	0.1015	48.0	0.036000000000000004	47.0	candidate_kenya_pair_008,candidate_kenya_pair_015	.	0	0	2	2	2	2	0	0	0	0	2	2	2	2	False	.	.	False	12	12
ATL2	3	4	0.5665	84.0	0.03	52.5	candidate_kenya_pair_006,candidate_kenya_pair_013,candidate_kenya_pair_020	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
ATP13A3	2	2	0.1275	48.0	0.0685	20.0	candidate_kenya_pair_002,candidate_kenya_pair_014	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
ATPAF1	2	3	0.273	13.0	0.097	18.0	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	2	2	1	1	0	0	0	0	2	2	2	2	False	.	.	False	12	12
BICD2	2	2	0.14150000000000001	297.0	0.011	137.5	candidate_kenya_pair_010,candidate_kenya_pair_020	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
BORCS6	2	2	0.0745	229.5	0.011602	186.0	candidate_kenya_pair_001,candidate_kenya_pair_013	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
BPIFC	2	2	0.5815	60.5	0.0375	40.5	candidate_kenya_pair_006,candidate_kenya_pair_009	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
BRPF1	2	2	0.044	157.0	0.0225	68.5	candidate_kenya_pair_015,candidate_kenya_pair_018	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
C22orf42	5	5	0.158	33.0	0.049	26.0	candidate_kenya_pair_001,candidate_kenya_pair_008,candidate_kenya_pair_009,candidate_kenya_pair_011,candidate_kenya_pair_020	.	0	0	2	2	1	1	2	2	0	0	2	2	2	2	False	.	.	False	12	12
CACNA1G	5	6	0.056999999999999995	120.0	0.025500000000000002	55.0	candidate_kenya_pair_013,candidate_kenya_pair_014,candidate_kenya_pair_015,candidate_kenya_pair_017,candidate_kenya_pair_019	.	0	0	2	2	1	1	2	3	0	0	2	2	2	2	False	.	.	False	12	12
CACNA1H	3	3	0.03	234.0	0.015	106.0	candidate_kenya_pair_005,candidate_kenya_pair_009,candidate_kenya_pair_021	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
CACNA2D1	5	5	0.103	94.0	0.04	37.0	candidate_kenya_pair_007,candidate_kenya_pair_008,candidate_kenya_pair_011,candidate_kenya_pair_013,candidate_kenya_pair_018	.	0	0	2	2	0	0	3	3	0	0	2	2	2	2	False	.	.	False	12	12
CAND2	4	4	0.11649999999999999	71.5	0.0345	41.5	candidate_kenya_pair_002,candidate_kenya_pair_013,candidate_kenya_pair_017,candidate_kenya_pair_020	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
CCAR1	2	2	0.135	40.5	0.057499999999999996	25.0	candidate_kenya_pair_005,candidate_kenya_pair_006	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
CCDC180	4	4	0.106	94.5	0.0275	60.0	candidate_kenya_pair_007,candidate_kenya_pair_008,candidate_kenya_pair_012,candidate_kenya_pair_017	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
CCDC30	3	4	0.1605	29.0	0.0695	19.5	candidate_kenya_pair_007,candidate_kenya_pair_008,candidate_kenya_pair_013	.	0	0	2	2	0	0	1	2	0	0	2	2	2	2	False	.	.	False	12	12
CCT7	2	6	0.2755	115.5	0.022	94.0	candidate_kenya_pair_013,candidate_kenya_pair_017	.	0	0	2	2	0	0	2	4	0	0	2	2	2	2	False	.	.	False	12	12
CMYA5	2	2	0.534	67.0	0.044	35.0	candidate_kenya_pair_001,candidate_kenya_pair_006	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
CNTN2	7	7	0.107	56.0	0.06	24.0	candidate_kenya_pair_001,candidate_kenya_pair_003,candidate_kenya_pair_004,candidate_kenya_pair_009,candidate_kenya_pair_012,candidate_kenya_pair_014,candidate_kenya_pair_020	.	0	0	2	2	0	0	5	5	0	0	2	2	2	2	False	.	.	False	12	12
COL6A2	3	3	0.063	356.0	0.006714	193.0	candidate_kenya_pair_001,candidate_kenya_pair_013,candidate_kenya_pair_021	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
COL6A5	4	4	0.1895	43.5	0.051500000000000004	28.0	candidate_kenya_pair_008,candidate_kenya_pair_009,candidate_kenya_pair_012,candidate_kenya_pair_013	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
COPG2	2	2	0.11399999999999999	58.0	0.0495	36.0	candidate_kenya_pair_012,candidate_kenya_pair_017	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
COQ8A	5	5	0.153	98.0	0.021	50.0	candidate_kenya_pair_001,candidate_kenya_pair_009,candidate_kenya_pair_013,candidate_kenya_pair_020,candidate_kenya_pair_021	.	0	0	2	2	0	0	3	3	0	0	2	2	2	2	False	.	.	False	12	12
CRNKL1	2	3	0.078	127.0	0.012	126.0	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	2	2	1	1	0	0	0	0	2	2	2	2	False	.	.	False	12	12
CROCC	4	10	0.1675	288.5	0.0165	142.0	candidate_kenya_pair_001,candidate_kenya_pair_006,candidate_kenya_pair_010,candidate_kenya_pair_015	.	0	0	2	2	1	1	3	7	0	0	2	2	2	2	False	.	.	False	12	12
CTXN1	2	2	0.0335	320.5	0.018000000000000002	126.0	candidate_kenya_pair_003,candidate_kenya_pair_015	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
CYTH4	4	4	0.164	271.0	0.01668	190.5	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_013,candidate_kenya_pair_014	.	0	0	2	2	1	1	1	1	0	0	2	2	2	2	False	.	.	False	12	12
DGKK	2	3	0.051	123.0	0.018	85.0	candidate_kenya_pair_012,candidate_kenya_pair_014	.	0	0	2	2	1	1	0	0	0	0	2	2	2	2	False	.	.	False	12	12
DGLUCY	2	2	0.073	148.0	0.033762	100.0	candidate_kenya_pair_007,candidate_kenya_pair_015	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
DNAH17	5	5	0.096	75.0	0.036	34.0	candidate_kenya_pair_001,candidate_kenya_pair_002,candidate_kenya_pair_012,candidate_kenya_pair_017,candidate_kenya_pair_021	.	0	0	2	2	0	0	3	3	0	0	2	2	2	2	False	.	.	False	12	12
DNAH6	4	4	0.0875	72.5	0.0305	47.0	candidate_kenya_pair_005,candidate_kenya_pair_011,candidate_kenya_pair_013,candidate_kenya_pair_019	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
DNMT3A	4	4	0.10350000000000001	75.0	0.039999999999999994	36.0	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_018,candidate_kenya_pair_019	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
DOCK1	3	3	0.097	102.0	0.03	53.0	candidate_kenya_pair_001,candidate_kenya_pair_013,candidate_kenya_pair_017	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
DOCK3	5	6	0.0985	61.5	0.044	27.5	candidate_kenya_pair_001,candidate_kenya_pair_005,candidate_kenya_pair_007,candidate_kenya_pair_010,candidate_kenya_pair_013	.	0	0	2	2	2	2	1	2	0	0	2	2	2	2	False	.	.	False	12	12
DPPA4	2	2	0.0835	55.5	0.055	22.0	candidate_kenya_pair_003,candidate_kenya_pair_021	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
E4F1	2	2	0.088	274.0	0.0113675	165.0	candidate_kenya_pair_003,candidate_kenya_pair_013	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
ELMSAN1	2	2	0.06	138.5	0.0335	39.0	candidate_kenya_pair_008,candidate_kenya_pair_010	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
ESPNL	2	3	0.051	151.0	0.019	82.0	candidate_kenya_pair_010,candidate_kenya_pair_013	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
ESR1	2	2	0.1995	198.0	0.0115	129.0	candidate_kenya_pair_013,candidate_kenya_pair_020	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
F8	4	6	0.11100000000000002	137.5	0.028	64.0	candidate_kenya_pair_001,candidate_kenya_pair_005,candidate_kenya_pair_010,candidate_kenya_pair_013	.	0	0	2	2	1	1	3	3	0	0	2	2	2	2	False	.	.	False	12	12
FAM181B	2	2	0.043	220.5	0.02	80.0	candidate_kenya_pair_005,candidate_kenya_pair_015	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
FAM227B	2	2	0.069	93.0	0.020499999999999997	82.0	candidate_kenya_pair_013,candidate_kenya_pair_021	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
FAT4	2	2	0.623	308.5	0.0099905	182.5	candidate_kenya_pair_006,candidate_kenya_pair_009	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
FBXW12	2	2	0.0905	60.5	0.0495	27.5	candidate_kenya_pair_004,candidate_kenya_pair_020	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
FMN2	4	4	0.11599999999999999	86.0	0.03	47.0	candidate_kenya_pair_004,candidate_kenya_pair_007,candidate_kenya_pair_013,candidate_kenya_pair_018	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
FMNL1	4	4	0.07999999999999999	79.5	0.018500000000000003	72.5	candidate_kenya_pair_003,candidate_kenya_pair_012,candidate_kenya_pair_013,candidate_kenya_pair_017	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
FTO	3	3	0.069	60.0	0.029	44.0	candidate_kenya_pair_012,candidate_kenya_pair_017,candidate_kenya_pair_019	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
FYB2	2	2	0.241	103.5	0.0225	79.0	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
GOLGA6D	3	3	0.148	42.0	0.045	31.0	candidate_kenya_pair_003,candidate_kenya_pair_004,candidate_kenya_pair_020	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
GPR137	3	3	0.041	143.0	0.018	81.0	candidate_kenya_pair_004,candidate_kenya_pair_015,candidate_kenya_pair_021	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
GRAMD1C	3	4	0.153	72.5	0.0495	54.0	candidate_kenya_pair_003,candidate_kenya_pair_018,candidate_kenya_pair_019	.	0	0	2	2	0	0	1	2	0	0	2	2	2	2	False	.	.	False	12	12
GRIN1	2	2	0.035	170.5	0.014	108.5	candidate_kenya_pair_015,candidate_kenya_pair_021	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
HCFC1	3	3	0.095	244.0	0.009578	163.0	candidate_kenya_pair_013,candidate_kenya_pair_014,candidate_kenya_pair_018	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
HECW1	2	2	0.203	131.5	0.020999999999999998	74.5	candidate_kenya_pair_007,candidate_kenya_pair_013	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
HPS3	2	2	0.087	82.5	0.0305	50.5	candidate_kenya_pair_013,candidate_kenya_pair_014	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
IDE	2	3	0.103	38.0	0.049	22.0	candidate_kenya_pair_012,candidate_kenya_pair_013	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
IFITM10	2	2	0.042499999999999996	255.5	0.0145	110.0	candidate_kenya_pair_017,candidate_kenya_pair_020	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
IL17RB	2	2	0.15	63.0	0.0295	47.0	candidate_kenya_pair_007,candidate_kenya_pair_013	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
KCNK13	2	2	0.525	169.0	0.019	94.0	candidate_kenya_pair_006,candidate_kenya_pair_008	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
KDM1A	2	2	0.091	100.5	0.035500000000000004	67.5	candidate_kenya_pair_004,candidate_kenya_pair_013	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
KIAA1324L	3	3	0.169	89.0	0.022	138.0	candidate_kenya_pair_003,candidate_kenya_pair_008,candidate_kenya_pair_016	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
KIAA1522	2	2	0.1005	97.0	0.028	55.5	candidate_kenya_pair_005,candidate_kenya_pair_017	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
KIF9	4	4	0.1085	156.5	0.019	83.0	candidate_kenya_pair_001,candidate_kenya_pair_003,candidate_kenya_pair_013,candidate_kenya_pair_020	.	0	0	2	2	1	1	1	1	0	0	2	2	2	2	False	.	.	False	12	12
KMT2D	2	2	0.0595	121.5	0.039	66.0	candidate_kenya_pair_009,candidate_kenya_pair_015	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
KNTC1	4	5	0.076	60.0	0.056	22.0	candidate_kenya_pair_002,candidate_kenya_pair_003,candidate_kenya_pair_015,candidate_kenya_pair_019	.	0	0	2	2	0	0	3	3	0	0	2	2	2	2	False	.	.	False	12	12
LGR6	3	3	0.274	285.0	0.015	100.0	candidate_kenya_pair_006,candidate_kenya_pair_008,candidate_kenya_pair_010	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
LIMK1	3	3	0.033	239.0	0.011	101.0	candidate_kenya_pair_005,candidate_kenya_pair_006,candidate_kenya_pair_019	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
LIN7B	2	2	0.07150000000000001	110.0	0.0305	51.0	candidate_kenya_pair_015,candidate_kenya_pair_021	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
LSM1	2	2	0.2835	254.0	0.016	97.5	candidate_kenya_pair_008,candidate_kenya_pair_013	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
MADCAM1	2	2	0.141	95.0	0.025500000000000002	59.5	candidate_kenya_pair_007,candidate_kenya_pair_013	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
MAN2C1	3	4	0.0695	101.5	0.027000000000000003	53.5	candidate_kenya_pair_008,candidate_kenya_pair_012,candidate_kenya_pair_020	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
MAP4K4	5	5	0.047	127.0	0.019	74.0	candidate_kenya_pair_006,candidate_kenya_pair_008,candidate_kenya_pair_010,candidate_kenya_pair_013,candidate_kenya_pair_014	.	0	0	2	2	0	0	3	3	0	0	2	2	2	2	False	.	.	False	12	12
MARK3	3	4	0.07150000000000001	135.5	0.027	66.5	candidate_kenya_pair_003,candidate_kenya_pair_007,candidate_kenya_pair_020	.	0	0	2	2	1	1	1	1	0	0	2	2	2	2	False	.	.	False	12	12
MON2	4	4	0.097	46.0	0.0615	23.5	candidate_kenya_pair_008,candidate_kenya_pair_013,candidate_kenya_pair_018,candidate_kenya_pair_019	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
MTX1	3	3	0.111	169.0	0.029	52.0	candidate_kenya_pair_002,candidate_kenya_pair_004,candidate_kenya_pair_007	.	0	0	2	2	0	0	1	1	0	0	2	2	2	2	False	.	.	False	12	12
MYO18B	3	4	0.115	60.0	0.0295	46.0	candidate_kenya_pair_006,candidate_kenya_pair_012,candidate_kenya_pair_013	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
NBPF1	10	16	0.1155	61.5	0.037500000000000006	49.0	candidate_kenya_pair_001,candidate_kenya_pair_005,candidate_kenya_pair_006,candidate_kenya_pair_007,candidate_kenya_pair_009,candidate_kenya_pair_013,candidate_kenya_pair_014,candidate_kenya_pair_018,candidate_kenya_pair_020,candidate_kenya_pair_021	.	0	0	2	2	2	2	9	12	0	0	2	2	2	2	False	.	.	False	12	12
NBPF14	8	12	0.301	25.0	0.067	19.5	candidate_kenya_pair_004,candidate_kenya_pair_006,candidate_kenya_pair_009,candidate_kenya_pair_010,candidate_kenya_pair_011,candidate_kenya_pair_013,candidate_kenya_pair_014,candidate_kenya_pair_015	.	0	0	2	2	1	1	7	9	0	0	2	2	2	2	False	.	.	False	12	12
NDOR1	2	2	0.041	208.0	0.019000000000000003	84.5	candidate_kenya_pair_017,candidate_kenya_pair_021	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
NELFA	3	4	0.0805	173.5	0.0185	85.0	candidate_kenya_pair_004,candidate_kenya_pair_007,candidate_kenya_pair_015	.	0	0	2	2	0	0	2	2	0	0	2	2	2	2	False	.	.	False	12	12
NEURL2	2	2	0.0285	322.0	0.01623	145.5	candidate_kenya_pair_008,candidate_kenya_pair_019	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
NFAT5	2	2	0.08549999999999999	91.0	0.041	53.5	candidate_kenya_pair_007,candidate_kenya_pair_014	.	0	0	2	2	0	0	0	0	0	0	2	2	2	2	False	.	.	False	12	12
