gene	n_pairs_any	n_variants_any	median_tumor_AF	median_tumor_DP	median_normal_AF	median_normal_DP	pairs_any	caution_reason_symbol	n_pairs_high	n_high	n_pairs_moderate	n_moderate	n_pairs_low	n_low	n_pairs_modifier	n_modifier	n_pairs_low_splice_region	n_low_splice_region	n_pairs_functional_strict	n_functional_strict	n_pairs_functional_extended	n_functional_extended	has_symbol_caution	caution_reason_data	caution_reason	has_caution_flag	unbiased_somatic_gene_score	unbiased_somatic_gene_score_caution_adjusted
PRKCD	1	1	0.279	256.0	0.03	215.0	candidate_kenya_pair_013	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
PRPF19	2	2	0.198	108.0	0.0455	36.5	candidate_kenya_pair_007,candidate_kenya_pair_018	.	0	0	0	0	2	2	0	0	1	1	0	0	1	1	False	.	.	False	3	3
PSMC2	1	1	0.418	66.0	0.033	48.0	candidate_kenya_pair_010	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
PTPN5	2	3	0.076	98.0	0.036	35.0	candidate_kenya_pair_003,candidate_kenya_pair_017	.	0	0	0	0	1	1	2	2	1	1	0	0	1	1	False	.	.	False	3	3
PTPRN	1	1	0.044	137.0	0.018	76.0	candidate_kenya_pair_010	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
PYY	1	1	0.089	304.0	0.004379	325.0	candidate_kenya_pair_013	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
RASAL3	1	1	0.363	226.0	0.029	106.0	candidate_kenya_pair_010	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
RCHY1	2	2	0.0865	104.0	0.041499999999999995	48.0	candidate_kenya_pair_001,candidate_kenya_pair_004	.	0	0	0	0	1	1	1	1	1	1	0	0	1	1	False	.	.	False	3	3
RHAG	1	1	0.061	80.0	0.04	38.0	candidate_kenya_pair_018	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
SCAF4	1	1	0.034	346.0	0.014	123.0	candidate_kenya_pair_007	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
SDHA	2	6	0.982	237.5	0.0074335	211.0	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	0	0	1	2	2	4	1	1	0	0	1	1	False	.	.	False	3	3
SDK2	3	3	0.107	53.0	0.061	19.0	candidate_kenya_pair_009,candidate_kenya_pair_019,candidate_kenya_pair_021	.	0	0	0	0	2	2	1	1	1	1	0	0	1	1	False	.	.	False	3	3
SEPTIN1	2	2	0.11549999999999999	266.0	0.0202955	111.0	candidate_kenya_pair_002,candidate_kenya_pair_019	.	0	0	0	0	1	1	1	1	1	1	0	0	1	1	False	.	.	False	3	3
SERPINI1	1	1	0.076	92.0	0.029	53.0	candidate_kenya_pair_005	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
SHPRH	4	4	0.111	73.5	0.0305	45.0	candidate_kenya_pair_002,candidate_kenya_pair_003,candidate_kenya_pair_013,candidate_kenya_pair_019	.	0	0	0	0	1	1	3	3	1	1	0	0	1	1	False	.	.	False	3	3
SHTN1	2	2	0.0815	71.0	0.041499999999999995	32.5	candidate_kenya_pair_004,candidate_kenya_pair_015	.	0	0	0	0	2	2	0	0	1	1	0	0	1	1	False	.	.	False	3	3
SIGLEC15	1	1	0.079	98.0	0.017	89.0	candidate_kenya_pair_013	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
SLC27A1	1	1	0.987	247.0	0.018	83.0	candidate_kenya_pair_006	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
SLC38A7	2	2	0.1595	82.5	0.0365	49.5	candidate_kenya_pair_007,candidate_kenya_pair_012	.	0	0	0	0	1	1	1	1	1	1	0	0	1	1	False	.	.	False	3	3
SLC4A2	1	1	0.036	223.0	0.021	60.0	candidate_kenya_pair_015	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
SLC4A9	2	2	0.08499999999999999	49.0	0.065	16.5	candidate_kenya_pair_005,candidate_kenya_pair_018	.	0	0	0	0	1	1	1	1	1	1	0	0	1	1	False	.	.	False	3	3
SNURF	1	1	0.2	20.0	0.071	18.0	candidate_kenya_pair_009	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
SNX9	2	2	0.087	50.0	0.047	26.0	candidate_kenya_pair_011,candidate_kenya_pair_021	.	0	0	0	0	1	1	1	1	1	1	0	0	1	1	False	.	.	False	3	3
SPG7	2	3	0.129	34.0	0.059	21.0	candidate_kenya_pair_001,candidate_kenya_pair_002	.	0	0	0	0	1	1	1	2	1	1	0	0	1	1	False	.	.	False	3	3
SPRY4	1	1	0.081	52.0	0.059	25.0	candidate_kenya_pair_001	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
SSPO	6	8	0.101	101.0	0.034	43.0	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_007,candidate_kenya_pair_010,candidate_kenya_pair_013,candidate_kenya_pair_017	.	0	0	0	0	1	1	5	7	1	1	0	0	1	1	False	.	.	False	3	3
STRC	1	1	0.99	334.0	0.009601	175.0	candidate_kenya_pair_006	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
TCF3	3	3	0.074	66.0	0.075	21.0	candidate_kenya_pair_007,candidate_kenya_pair_015,candidate_kenya_pair_021	.	0	0	0	0	1	1	2	2	1	1	0	0	1	1	False	.	.	False	3	3
TET3	3	4	0.1225	59.5	0.038	42.5	candidate_kenya_pair_012,candidate_kenya_pair_013,candidate_kenya_pair_017	.	0	0	0	0	1	1	2	3	1	1	0	0	1	1	False	.	.	False	3	3
TGM3	1	1	0.032	384.0	0.004975	324.0	candidate_kenya_pair_013	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
THSD4	2	2	0.11049999999999999	114.5	0.0445	55.0	candidate_kenya_pair_001,candidate_kenya_pair_006	.	0	0	0	0	1	1	1	1	1	1	0	0	1	1	False	.	.	False	3	3
TIAM1	3	3	0.13	117.0	0.014	95.0	candidate_kenya_pair_006,candidate_kenya_pair_013,candidate_kenya_pair_019	.	0	0	0	0	1	1	2	2	1	1	0	0	1	1	False	.	.	False	3	3
TLE6	1	1	0.965	90.0	0.022	70.0	candidate_kenya_pair_006	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
TMC3	3	4	0.5800000000000001	60.0	0.04	35.5	candidate_kenya_pair_006,candidate_kenya_pair_009,candidate_kenya_pair_013	.	0	0	0	0	1	1	3	3	1	1	0	0	1	1	False	.	.	False	3	3
TMEM255A	2	3	0.099	52.0	0.049	25.0	candidate_kenya_pair_004,candidate_kenya_pair_020	.	0	0	0	0	1	1	1	2	1	1	0	0	1	1	False	.	.	False	3	3
TMEM268	1	1	0.323	211.0	0.012	137.0	candidate_kenya_pair_006	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
TNS2	3	3	0.054	59.0	0.05	24.0	candidate_kenya_pair_005,candidate_kenya_pair_010,candidate_kenya_pair_018	.	0	0	0	0	1	1	2	2	1	1	0	0	1	1	False	.	.	False	3	3
TNS3	3	4	0.1845	39.5	0.066	30.5	candidate_kenya_pair_003,candidate_kenya_pair_007,candidate_kenya_pair_019	.	0	0	0	0	1	1	2	3	1	1	0	0	1	1	False	.	.	False	3	3
TOX2	1	1	0.1	501.0	0.01	325.0	candidate_kenya_pair_013	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
TRAPPC8	1	1	0.091	63.0	0.045	32.0	candidate_kenya_pair_017	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
TSTD1	1	1	0.055	151.0	0.017	90.0	candidate_kenya_pair_021	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
TTLL11	1	1	0.102	42.0	0.041	33.0	candidate_kenya_pair_021	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
TUSC3	2	2	0.07	104.0	0.0405	42.5	candidate_kenya_pair_015,candidate_kenya_pair_021	.	0	0	0	0	1	1	1	1	1	1	0	0	1	1	False	.	.	False	3	3
TYW1B	1	2	0.384	280.5	0.010360000000000001	142.0	candidate_kenya_pair_007	.	0	0	0	0	1	2	0	0	1	1	0	0	1	1	False	.	.	False	3	3
UGT3A2	1	2	0.183	65.5	0.025500000000000002	55.5	candidate_kenya_pair_013	.	0	0	0	0	1	1	1	1	1	1	0	0	1	1	False	.	.	False	3	3
UXS1	2	2	0.092	87.0	0.0625	34.0	candidate_kenya_pair_003,candidate_kenya_pair_015	.	0	0	0	0	1	1	1	1	1	1	0	0	1	1	False	.	.	False	3	3
VPS28	2	2	0.2445	84.0	0.048999999999999995	34.0	candidate_kenya_pair_018,candidate_kenya_pair_020	.	0	0	0	0	1	1	1	1	1	1	0	0	1	1	False	.	.	False	3	3
VSIG8	3	3	0.048	182.0	0.015	76.0	candidate_kenya_pair_008,candidate_kenya_pair_019,candidate_kenya_pair_020	.	0	0	0	0	1	1	2	2	1	1	0	0	1	1	False	.	.	False	3	3
WDR4	1	1	0.316	52.0	0.039	37.0	candidate_kenya_pair_018	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
WWC3	4	4	0.2605	71.5	0.03	82.5	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_008,candidate_kenya_pair_019	.	0	0	0	0	1	1	3	3	1	1	0	0	1	1	False	.	.	False	3	3
ZNF200	1	1	0.282	61.0	0.025	49.0	candidate_kenya_pair_013	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
ZNF729	1	1	0.288	87.0	0.012	129.0	candidate_kenya_pair_013	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
ZNF805	1	1	0.041	162.0	0.019	82.0	candidate_kenya_pair_019	.	0	0	0	0	1	1	0	0	1	1	0	0	1	1	False	.	.	False	3	3
CEP63	1	2	0.10400000000000001	41.0	0.0695	19.5	candidate_kenya_pair_014	possible_pseudogene_symbol	0	0	1	2	0	0	0	0	0	0	1	2	1	2	True	.	possible_pseudogene_symbol	True	7	2
EHBP1	1	2	0.095	75.0	0.0205	70.5	candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	2	0	0	0	0	0	0	1	2	1	2	True	.	possible_pseudogene_symbol	True	7	2
IGLV6-57	1	2	0.671	111.5	0.016	90.5	candidate_kenya_pair_006	multi_gene_or_interval_annotation;noncoding_or_immunoglobulin_like_prefix	0	0	1	2	0	0	0	0	0	0	1	2	1	2	True	.	multi_gene_or_interval_annotation;noncoding_or_immunoglobulin_like_prefix	True	7	2
KRTAP12-2	1	2	0.993	218.0	0.013999999999999999	98.0	candidate_kenya_pair_006	multi_gene_or_interval_annotation	0	0	1	2	0	0	0	0	0	0	1	2	1	2	True	.	multi_gene_or_interval_annotation	True	7	2
RANBP10	1	2	0.039	73.0	0.017	84.5	candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	2	0	0	0	0	0	0	1	2	1	2	True	.	possible_pseudogene_symbol	True	7	2
SPHKAP	1	2	0.206	281.5	0.011	128.5	candidate_kenya_pair_010	possible_pseudogene_symbol	0	0	1	2	0	0	0	0	0	0	1	2	1	2	True	.	possible_pseudogene_symbol	True	7	2
SVEP1	4	5	0.092	66.0	0.061	23.0	candidate_kenya_pair_008,candidate_kenya_pair_015,candidate_kenya_pair_016,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	1	2	0	0	3	3	0	0	1	2	1	2	True	.	possible_pseudogene_symbol	True	7	2
AC009533.1	6	9	0.095	181.0	0.017	114.0	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_008,candidate_kenya_pair_013,candidate_kenya_pair_014,candidate_kenya_pair_021	noncoding_or_immunoglobulin_like_prefix	0	0	0	0	2	3	5	6	2	3	0	0	2	3	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
AC118549.1	2	2	0.066	156.5	0.0296765	143.5	candidate_kenya_pair_012,candidate_kenya_pair_013	noncoding_or_immunoglobulin_like_prefix	0	0	0	0	2	2	0	0	2	2	0	0	2	2	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
CEACAMP8	2	2	0.146	55.5	0.046	32.0	candidate_kenya_pair_001,candidate_kenya_pair_003	possible_pseudogene_symbol	0	0	0	0	2	2	0	0	2	2	0	0	2	2	True	.	possible_pseudogene_symbol	True	6	1
FRG1BP	9	14	0.125	52.0	0.0455	28.0	candidate_kenya_pair_001,candidate_kenya_pair_003,candidate_kenya_pair_004,candidate_kenya_pair_006,candidate_kenya_pair_009,candidate_kenya_pair_010,candidate_kenya_pair_017,candidate_kenya_pair_019,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	0	0	2	2	8	12	2	2	0	0	2	2	True	.	possible_pseudogene_symbol	True	6	1
FRG1JP	3	4	0.1245	53.0	0.0435	34.5	candidate_kenya_pair_004,candidate_kenya_pair_006,candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	0	0	2	2	1	2	2	2	0	0	2	2	True	.	possible_pseudogene_symbol	True	6	1
ALPP	1	2	0.036	244.5	0.0155	92.5	candidate_kenya_pair_003	noncoding_or_immunoglobulin_like_prefix;possible_pseudogene_symbol	0	0	1	1	1	1	0	0	1	1	1	1	1	2	True	.	noncoding_or_immunoglobulin_like_prefix;possible_pseudogene_symbol	True	6	1
ABI3BP	2	2	0.1305	53.0	0.0585	29.5	candidate_kenya_pair_005,candidate_kenya_pair_011	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
AC002316.1	3	4	0.056499999999999995	101.5	0.023	67.5	candidate_kenya_pair_013,candidate_kenya_pair_014,candidate_kenya_pair_020	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	3	3	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
AC010326.1	3	3	0.085	186.0	0.02	66.0	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_021	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
AC018755.2	3	3	0.216	102.0	0.035	42.0	candidate_kenya_pair_006,candidate_kenya_pair_007,candidate_kenya_pair_015	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
AC040160.1	2	2	0.5469999999999999	49.0	0.051500000000000004	33.5	candidate_kenya_pair_006,candidate_kenya_pair_010	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ACADL	2	2	0.1985	40.0	0.065	27.5	candidate_kenya_pair_009,candidate_kenya_pair_017	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ACADS	2	3	0.061	208.0	0.014	119.0	candidate_kenya_pair_005,candidate_kenya_pair_006	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	1	1	1	1	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ACADVL	1	1	0.117	140.0	0.027	49.0	candidate_kenya_pair_014	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ACAN	1	1	0.143	33.0	0.051	30.0	candidate_kenya_pair_005	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ACAP3	3	3	0.045	299.0	0.012	127.0	candidate_kenya_pair_001,candidate_kenya_pair_006,candidate_kenya_pair_017	noncoding_or_immunoglobulin_like_prefix;possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix;possible_pseudogene_symbol	True	6	1
ACIN1	2	2	0.2245	64.5	0.0455	44.5	candidate_kenya_pair_005,candidate_kenya_pair_013	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ACKR1	1	1	0.136	473.0	0.003971	366.0	candidate_kenya_pair_013	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ACLY	2	2	0.094	43.5	0.059	23.5	candidate_kenya_pair_006,candidate_kenya_pair_020	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ACOT2	1	1	0.328	173.0	0.008054	167.0	candidate_kenya_pair_013	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ACSM1	2	2	0.09999999999999999	209.0	0.015	104.5	candidate_kenya_pair_010,candidate_kenya_pair_019	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ACSM2B	1	1	0.132	410.0	0.005644	287.0	candidate_kenya_pair_006	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ACTN2	2	2	0.0465	151.5	0.0205	78.0	candidate_kenya_pair_004,candidate_kenya_pair_020	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ADTRP	1	1	0.1	44.0	0.027	54.0	candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
AEBP2	1	1	0.083	59.0	0.061	25.0	candidate_kenya_pair_017	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
AFP	1	1	0.191	180.0	0.022	67.0	candidate_kenya_pair_010	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
AKAP1	2	3	0.105	130.0	0.019	67.0	candidate_kenya_pair_012,candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	1	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
AKAP8	1	1	0.07	412.0	0.004656	330.0	candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
AKAP9	2	2	0.2255	59.5	0.0485	32.5	candidate_kenya_pair_007,candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
AL445238.1	1	1	0.983	89.0	0.027	55.0	candidate_kenya_pair_006	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
AL713999.1	2	2	0.0845	123.0	0.0375	39.0	candidate_kenya_pair_010,candidate_kenya_pair_017	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ALDH16A1	3	3	0.294	118.0	0.033	38.0	candidate_kenya_pair_002,candidate_kenya_pair_006,candidate_kenya_pair_007	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ALDH1L1	2	2	0.0775	165.0	0.014499999999999999	111.5	candidate_kenya_pair_003,candidate_kenya_pair_013	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ALDH2	1	1	0.054	143.0	0.012	129.0	candidate_kenya_pair_012	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ALDH3B1	4	5	0.057	98.0	0.025	56.0	candidate_kenya_pair_004,candidate_kenya_pair_009,candidate_kenya_pair_010,candidate_kenya_pair_014	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	1	2	2	2	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ALDH4A1	1	1	0.077	57.0	0.035	31.0	candidate_kenya_pair_008	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ALK	1	1	0.056	133.0	0.02	71.0	candidate_kenya_pair_013	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ALPK3	2	3	0.053	51.0	0.034	34.0	candidate_kenya_pair_010,candidate_kenya_pair_018	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	1	2	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ALPL	1	1	0.054	125.0	0.036	41.0	candidate_kenya_pair_014	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
AP2A2	1	1	0.034	197.0	0.02	85.0	candidate_kenya_pair_021	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
AP3B2	3	3	0.158	60.0	0.029	50.0	candidate_kenya_pair_012,candidate_kenya_pair_013,candidate_kenya_pair_019	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
AP3D1	2	2	0.187	104.5	0.040999999999999995	46.5	candidate_kenya_pair_017,candidate_kenya_pair_020	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
AP5B1	1	1	0.08	221.0	0.028	53.0	candidate_kenya_pair_003	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
APBB2	1	1	0.073	105.0	0.048	31.0	candidate_kenya_pair_014	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
APCDD1	1	1	0.113	194.0	0.006045	228.0	candidate_kenya_pair_013	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
APOB	1	1	0.056	103.0	0.023	65.0	candidate_kenya_pair_013	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
APOBEC3B	1	2	0.8360000000000001	136.5	0.010069999999999999	160.0	candidate_kenya_pair_006	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	1	1	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
APOBEC3F	1	1	0.029	202.0	0.011	131.0	candidate_kenya_pair_014	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
APPL1	2	2	0.094	49.0	0.056999999999999995	36.0	candidate_kenya_pair_013,candidate_kenya_pair_019	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
APRT	1	1	0.087	91.0	0.042	40.0	candidate_kenya_pair_020	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
ARAP3	2	2	0.16	58.0	0.0285	53.5	candidate_kenya_pair_003,candidate_kenya_pair_008	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
ARHGAP12	1	1	0.173	34.0	0.07	16.0	candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
ARHGAP35	1	1	0.071	66.0	0.027	44.0	candidate_kenya_pair_004	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
ATF7IP	1	1	0.084	83.0	0.039	40.0	candidate_kenya_pair_003	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
ATF7IP2	2	3	0.286	7.0	0.091	13.0	candidate_kenya_pair_006,candidate_kenya_pair_010	possible_pseudogene_symbol	0	0	1	1	0	0	1	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
ATP6AP2	1	1	0.045	100.0	0.027	57.0	candidate_kenya_pair_014	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
BCAP31	1	1	0.061	99.0	0.025	57.0	candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
BRINP2	2	2	0.09	46.0	0.032	41.5	candidate_kenya_pair_013,candidate_kenya_pair_017	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
BRIP1	1	1	0.253	123.0	0.04	69.0	candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CAMP	2	2	0.07550000000000001	73.5	0.0415	35.5	candidate_kenya_pair_006,candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CAMSAP1	1	1	0.054	116.0	0.04	35.0	candidate_kenya_pair_010	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CARHSP1	2	3	0.09	103.0	0.021	56.0	candidate_kenya_pair_012,candidate_kenya_pair_021	possible_pseudogene_symbol	0	0	1	1	1	1	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CD2AP	1	1	0.075	65.0	0.026	63.0	candidate_kenya_pair_010	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
